enrollee_id,Has relevent experience,No relevent experience
8340,Male,
8344,Male,
8345,,Male
8346,,Female
8347,,Male
8348,Male,
8353,,0
8354,Male,
8355,0,
8357,Male,
8360,Male,
8362,,Male
8365,Male,
8366,Male,
8368,0,
8369,0,
8370,,0
8371,Male,
8374,Male,
8376,,Female
8378,,Male
8379,Male,
8381,Male,
8382,0,
8383,Male,
8384,Male,
8385,,0
8386,0,
8388,,Male
8389,Male,
8391,Male,
8393,Male,
8394,Male,
8395,Male,
8397,,0
8399,Male,
8400,Male,
8402,Male,
8405,,Male
8406,0,
8409,0,
8410,Male,
8412,0,
8414,Female,
8415,0,
8416,Male,
8417,,0
8421,,Male
8422,Female,
8428,,Male
8433,Male,
8435,Male,
8436,Male,
8437,Male,
8438,Male,
8441,Male,
8442,0,
8443,Male,
8445,0,
8446,Male,
8449,Male,
8450,,Male
8452,Male,
8453,,0
8456,Male,
8457,,Male
8458,0,
8460,Male,
8461,0,
8463,Male,
8464,0,
8467,Male,
8469,,Male
8470,0,
8473,Male,
8475,Male,
8476,0,
8478,Male,
8479,,Male
8481,0,
8482,,Male
8483,Male,
8486,,0
8489,Male,
8490,Male,
8492,Male,
8493,Male,
8496,Male,
8497,Male,
8502,Other,
8503,,Male
8504,Male,
8507,0,
8508,Male,
8510,Male,
8512,0,
8516,0,
8518,,Male
8520,0,
8521,Male,
8525,Male,
8526,0,
8527,0,
8528,Male,
8531,Female,
8533,Male,
8534,Male,
8535,,0
8538,0,
8540,Male,
8541,0,
8542,,Female
8543,,Male
8544,Male,
8547,Other,
8548,Male,
8549,Male,
8551,,Female
8552,Male,
8553,Male,
8554,,Male
8555,Male,
8557,,Male
8560,Male,
8565,Male,
8568,Male,
8569,,Male
8571,Male,
8572,Female,
8575,,Male
8576,0,
8577,0,
8579,Male,
8580,Female,
8581,,Male
8582,,0
8584,Male,
8585,Female,
8591,,Male
8592,,Male
8594,0,
8597,Male,
8598,Male,
8599,Male,
8601,,Other
8603,,Male
8604,Male,
8605,0,
8606,0,
8608,Female,
8611,Male,
8612,,0
8621,Male,
8623,Male,
8624,Female,
8627,Female,
8628,Male,
8629,,Female
8630,,0
8631,Male,
8632,0,
8633,,Male
8634,Male,
8635,Male,
8636,Male,
8637,Female,
8638,Male,
8640,0,
8642,,0
8649,,Female
8650,Male,
8654,Female,
8655,Male,
8656,Male,
8657,,0
8661,,Male
8662,Male,
8663,Male,
8664,Male,
8665,0,
8667,Male,
8668,0,
8670,Male,
8671,Male,
8672,Male,
8673,Male,
8675,,Male
8676,Male,
8677,,Male
8678,,0
8680,Male,
8681,Male,
8682,Male,
8683,0,
8687,Female,
8688,Female,
8689,,Female
8690,Male,
8691,Male,
8692,Male,
8693,0,
8695,Male,
8696,0,
8697,Male,
8700,Male,
8703,Male,
8704,Male,
8705,Male,
8706,Male,
8709,Male,
8711,Male,
8712,,0
8714,,Male
8715,Male,
8716,Male,
8717,Male,
8718,Male,
8719,,0
8720,Male,
8722,,0
8723,0,
8725,Male,
8726,0,
8727,Female,
8729,,Male
8739,0,
8741,Male,
8745,Male,
8746,,0
8747,Male,
8751,Male,
8753,0,
8757,,Male
8759,Male,
8760,,0
8761,,Male
8763,Male,
8764,Male,
8769,Male,
8770,Male,
8771,,0
8772,Male,
8773,Male,
8774,0,
8775,Male,
8776,Male,
8777,,Male
8780,Male,
8782,Male,
8783,Male,
8784,,Female
8786,0,
8788,,Male
8789,,0
8790,Female,
8792,Male,
8793,,0
8794,Male,
8796,Male,
8798,Male,
8800,,0
8802,,Male
8804,0,
8806,,Female
8809,Male,
8810,0,
8812,Male,
8813,0,
8815,Male,
8817,Male,
8821,Female,
8824,Male,
8826,0,
8828,Male,
8830,0,
8832,0,
8834,Female,
8836,0,
8838,,0
8840,Male,
8841,0,
8842,,Male
8844,Male,
8845,Male,
8846,,Female
8847,0,
8848,,Male
8850,0,
8851,,Male
8852,Male,
8853,,Female
8854,Male,
8855,Male,
8856,,Male
8857,Male,
8860,Male,
8861,,0
8862,Female,
8863,Female,
8866,0,
8867,,Male
8868,Male,
8870,,Male
8871,0,
8876,Male,
8877,Male,
8878,,Male
8880,,0
8881,0,
8882,Male,
8883,Male,
8887,Male,
8888,Male,
8892,,0
8893,Male,
8894,Male,
8898,Male,
8899,,0
8902,,Male
8906,Female,
8907,Male,
8908,,Male
8909,Female,
8910,0,
8912,Male,
8913,Female,
8914,0,
8915,Male,
8916,,Male
8918,0,
8920,Male,
8924,0,
8925,Other,
8927,Male,
8928,Male,
8929,Male,
8930,Male,
8932,Male,
8933,,0
8935,Male,
8936,Female,
8937,,0
8940,Female,
8941,0,
8944,Male,
8945,0,
8946,,Male
8947,Male,
8948,Male,
8949,Male,
8950,Male,
8951,,Female
8952,Male,
8954,0,
8955,Male,
8957,0,
8958,Male,
8960,Male,
8961,,Male
8963,Female,
8966,Male,
8967,0,
8969,0,
8970,Female,
8973,,0
8974,,Female
8975,,Other
8976,0,
8977,,0
8978,0,
8981,Female,
8984,Female,
8985,0,
8986,Female,
8987,Male,
8988,0,
8989,,0
8992,Male,
8993,Male,
8994,Female,
8999,Male,
9001,0,
9004,0,
9006,Male,
9007,,Male
9008,,Female
9009,Male,
9010,Male,
9012,Male,
9015,,Male
9016,0,
9017,,Male
9018,Male,
9019,Female,
9022,,Female
9025,0,
9026,Male,
9028,0,
9030,Male,
9033,,Female
9034,Male,
9035,,Male
9036,Male,
9037,Male,
9042,Male,
9043,Male,
9044,,Male
9046,Male,
9048,,0
9049,,Male
9052,Male,
9053,,0
9054,Male,
9058,Male,
9059,Male,
9060,Male,
9062,Male,
9063,Male,
9064,0,
9065,Male,
9067,Male,
9069,Male,
9070,Male,
9071,Male,
9074,Male,
9077,Male,
9078,0,
9079,Male,
9080,Male,
9081,,0
9084,Male,
9086,Male,
9088,,Female
9092,,0
9094,0,
9096,,Male
9099,,Male
9100,0,
9101,Male,
9107,Male,
9108,Male,
9109,0,
9110,Male,
9111,Male,
9113,Male,
9114,Male,
9115,Male,
9117,,Male
9118,,Male
9120,,Male
9122,Male,
9123,,Male
9124,0,
9125,,Male
9126,,0
9127,0,
9128,,Male
9129,Male,
9130,,Male
9131,0,
9133,,Male
9140,Male,
9141,Male,
9143,0,
9145,0,
9146,Male,
9147,Male,
9151,,Male
9152,0,
9155,Male,
9158,0,
9162,Male,
9165,Male,
9166,Male,
9167,0,
9168,,0
9169,Male,
9171,Male,
9172,Male,
9174,Male,
9177,Male,
9179,,0
9180,Female,
9181,0,
9182,Male,
9183,Male,
9185,Male,
9186,Male,
9187,,0
9188,,Female
9189,0,
9190,,Male
9191,,0
9192,0,
9193,0,
9194,0,
9197,Female,
9200,Male,
9203,Male,
9210,Male,
9211,Female,
9212,0,
9215,,0
9216,Male,
9217,Male,
9218,Male,
9219,0,
9220,,Male
9221,,0
9222,0,
9223,Female,
9225,0,
9226,0,
9232,0,
9233,Male,
9235,,Male
9236,Male,
9238,Male,
9240,0,
9241,Male,
9244,,0
9245,,0
9246,Male,
9249,Male,
9252,,0
9253,,Male
9254,0,
9256,0,
9259,,0
9260,Male,
9261,,0
9263,Male,
9264,Male,
9265,Male,
9277,Male,
9278,0,
9279,Male,
9281,Male,
9284,,0
9285,0,
9286,,Male
9287,Male,
9289,Male,
9290,Male,
9293,0,
9294,0,
9297,,0
9298,Male,
9299,Male,
9300,0,
9303,Male,
9305,Male,
9306,Male,
9307,0,
9308,Male,
9309,0,
9311,0,
9313,Male,
9314,Male,
9315,Male,
9316,0,
9318,,Male
9319,Female,
9322,0,
9323,Male,
9324,Male,
9325,0,
9326,,Male
9329,Male,
9331,,0
9334,Male,
9336,,0
9337,0,
9338,0,
9339,Male,
9341,Male,
9342,Male,
9346,Male,
9347,0,
9349,Male,
9350,,0
9355,,Male
9357,Male,
9360,,0
9363,Male,
9365,Male,
9366,0,
9369,,Male
9370,Male,
9371,Male,
9372,Male,
9373,Male,
9374,Male,
9376,0,
9378,,Other
9379,0,
9380,,Male
9383,Male,
9384,Male,
9385,,0
9386,Male,
9387,Male,
9389,Male,
9390,Male,
9391,Male,
9392,Male,
9393,Male,
9394,,Male
9396,Female,
9398,Male,
9400,Male,
9401,Male,
9402,Male,
9403,Male,
9405,Male,
9406,Male,
9407,Male,
9408,Male,
9409,Other,
9411,0,
9412,,0
9414,Male,
9415,0,
9417,Male,
9418,Male,
9419,Male,
9420,0,
9421,Male,
9423,,0
9424,Male,
9427,Male,
9428,,Male
9432,,Male
9434,Male,
9435,,0
9439,,0
9440,,0
9446,0,
9447,Male,
9448,Male,
9451,Male,
9452,Male,
9453,0,
9454,,0
9457,,0
9458,0,
9459,Male,
9460,0,
9463,Male,
9467,Male,
9468,Female,
9470,Male,
9471,0,
9472,Female,
9474,,Male
9475,Male,
9476,,Female
9477,Male,
9480,0,
9481,0,
9485,0,
9486,Female,
9492,,0
9496,0,
9499,Female,
9503,0,
9504,Male,
9505,0,
9507,Male,
9509,0,
9511,Male,
9512,Other,
9513,Male,
9515,,Male
9516,Male,
9518,Male,
9519,,Male
9520,Male,
9522,,0
9523,Female,
9524,0,
9525,,Male
9526,Male,
9528,Male,
9529,Male,
9532,Female,
9534,Male,
9536,Male,
9538,Male,
9539,Male,
9540,Male,
9541,Male,
9543,Male,
9547,0,
9550,Male,
9553,Female,
9555,Male,
9559,0,
9563,0,
9565,Male,
9567,Male,
9568,,Male
9569,Male,
9571,,Male
9572,,0
9576,0,
9577,Male,
9581,Male,
9583,Male,
9587,,0
9589,Male,
9594,Male,
9597,,0
9598,0,
9600,Male,
9603,Female,
9604,,0
9605,Male,
9606,Male,
9610,Male,
9611,,Female
9612,,0
9613,Male,
9615,Male,
9620,Male,
9623,,Female
9624,,Female
9625,Male,
9626,Female,
9627,,Female
9629,Male,
9631,0,
9632,,Female
9634,Male,
9637,Male,
9640,Male,
9642,Female,
9643,0,
9645,Male,
9647,Male,
9650,Male,
9651,,0
9653,Male,
9657,Male,
9658,Male,
9659,,Male
9660,Male,
9661,Male,
9662,Male,
9663,Female,
9666,Male,
9668,Other,
9669,Female,
9675,Male,
9676,Male,
9678,Female,
9681,Male,
9684,Male,
9685,0,
9686,Male,
9687,Male,
9689,,0
9691,Male,
9693,Male,
9695,Male,
9697,Male,
9698,Male,
9704,0,
9708,Male,
9709,Male,
9712,0,
9713,Male,
9720,0,
9721,Male,
9722,Male,
9723,Male,
9724,Male,
9729,Male,
9730,Male,
9734,,0
9735,Male,
9736,,Male
9737,Male,
9738,0,
9739,Male,
9741,Male,
9743,Male,
9744,Male,
9748,Male,
9750,,Male
9751,0,
9755,,Male
9757,Male,
9758,Male,
9759,Female,
9761,Male,
9762,,Male
9765,Male,
9767,Male,
9768,,Male
9769,Female,
9773,Male,
9774,Female,
9775,Male,
9777,Male,
9779,Male,
9780,0,
9783,Male,
9784,Male,
9786,Male,
9788,Male,
9794,Male,
9798,,Male
9801,Male,
9802,,Male
9803,Male,
9804,Male,
9809,Male,
9811,,Female
9813,Female,
9814,Male,
9815,Male,
9817,Male,
9818,Male,
9820,,Female
9821,,Male
9823,,0
9825,,Other
9829,Male,
9830,,0
9832,0,
9834,,Male
9836,Male,
9842,Male,
9845,Male,
9846,,Male
9847,0,
9851,Male,
9853,Male,
9854,0,
9855,Male,
9856,Male,
9857,Male,
9859,0,
9860,Male,
9861,Male,
9863,Female,
9864,,Male
9867,Male,
9869,Male,
9870,Female,
9872,Male,
9873,Male,
9877,Male,
9879,Male,
9880,0,
9881,Male,
9882,Male,
9883,Male,
9884,Male,
9885,Male,
9886,Male,
9890,Male,
9891,Male,
9893,0,
9898,Male,
9900,Female,
9901,Male,
9902,Male,
9903,Male,
9904,Male,
9905,Male,
9906,Male,
9907,0,
9909,,Other
9911,,Male
9912,Male,
9913,0,
9916,Male,
9917,0,
9919,Male,
9920,Male,
9921,Female,
9923,,Male
9924,Other,
9928,Male,
9930,Male,
9931,0,
9932,Male,
9935,Male,
9937,,Female
9939,0,
9942,,Male
9943,Male,
9944,Male,
9946,Male,
9947,Male,
9949,Male,
9951,0,
9954,Male,
9957,Male,
9958,0,
9959,Male,
9960,0,
9961,Male,
9963,Male,
9964,,Male
9969,Male,
9971,Male,
9972,0,
9973,Male,
9980,Male,
9981,,Male
9982,,Male
9984,,Male
9985,Female,
9986,Male,
9987,Male,
9988,Male,
9989,Male,
9992,Male,
9995,,Male
9998,Male,
10000,Male,
10001,,Male
10002,,Male
10003,,Female
10004,Male,
10005,Male,
10006,,Male
10008,Male,
10009,,Male
10013,Male,
10017,Male,
10018,Female,
10020,Male,
10022,Male,
10023,Male,
10025,Female,
10026,,Male
10028,Male,
10031,Male,
10032,,Male
10033,Male,
10035,Male,
10036,,Female
10041,,0
10043,Male,
10045,Male,
10051,Male,
10054,Male,
10056,Male,
10057,Male,
10058,Male,
10059,Male,
10061,Male,
10063,Male,
10067,,Male
10068,0,
10070,Male,
10073,Male,
10077,Male,
10081,Male,
10084,Female,
10085,Male,
10087,,Male
10088,0,
10090,,Male
10091,,0
10092,0,
10094,Male,
10096,Male,
10101,0,
10102,Male,
10104,Female,
10105,Male,
10106,Male,
10111,Male,
10115,Female,
10116,Male,
10117,,0
10118,Male,
10121,0,
10122,,0
10125,Female,
10133,Male,
10134,,Male
10135,Male,
10136,0,
10140,,Male
10144,,0
10146,Male,
10148,Male,
10150,Male,
10152,Male,
10153,,Male
10154,,Female
10156,,Male
10157,Male,
10163,Male,
10164,Male,
10165,Female,
10168,Male,
10170,Male,
10172,Male,
10174,Male,
10175,0,
10176,Male,
10178,Male,
10179,Male,
10180,Male,
10181,Male,
10182,Male,
10183,Female,
10185,Female,
10186,Male,
10187,Male,
10188,,Male
10189,0,
10190,,Male
10193,,Male
10194,,Male
10196,Female,
10200,Male,
10202,,Male
10203,,Male
10204,0,
10205,Male,
10209,Male,
10210,0,
10211,Male,
10212,Female,
10216,Male,
10218,Male,
10219,Female,
10220,Male,
10221,,Female
10223,Female,
10224,0,
10225,Male,
10227,,Female
10228,Female,
10231,Male,
10236,,0
10238,0,
10240,Male,
10243,,Male
10244,Male,
10247,Male,
10249,0,
10254,,0
10257,0,
10261,0,
10262,,0
10264,Female,
10265,0,
10267,,Female
10268,,Male
10269,Male,
10270,Male,
10271,Male,
10274,Male,
10280,,Female
10281,,Male
10283,,Male
10285,0,
10286,,Male
10288,0,
10289,,Male
10291,Female,
10292,Male,
10293,,Male
10294,Male,
10295,Male,
10299,Male,
10300,,Male
10302,Male,
10303,Male,
10305,,0
10306,0,
10307,Male,
10310,Female,
10312,Male,
10314,,Male
10315,Male,
10317,Male,
10318,Male,
10321,Female,
10323,Male,
10326,Male,
10333,,Male
10335,Female,
10336,Male,
10337,,Male
10338,Male,
10341,Male,
10344,0,
10346,0,
10347,Male,
10349,Male,
10351,Male,
10355,Male,
10358,,Male
10359,Male,
10361,Male,
10363,,0
10364,0,
10365,Male,
10366,0,
10368,,Male
10369,Male,
10370,Male,
10371,,Female
10373,,Male
10374,Male,
10375,Female,
10376,Male,
10377,Male,
10378,,Male
10379,Male,
10380,,Male
10381,0,
10382,Male,
10383,Male,
10385,Male,
10386,Male,
10388,Female,
10392,Male,
10393,Male,
10396,0,
10398,0,
10399,,Male
10401,,Male
10402,Male,
10404,,Male
10405,Male,
10406,,0
10408,Male,
10409,Male,
10411,Male,
10415,Female,
10416,Female,
10417,Male,
10421,Male,
10423,0,
10425,Male,
10430,,0
10434,,0
10438,,Male
10440,Male,
10441,Female,
10443,Female,
10444,0,
10445,0,
10448,0,
10450,Male,
10451,,0
10452,,Male
10453,,0
10454,,Female
10457,,Male
10458,Male,
10459,Male,
10461,Female,
10463,Male,
10464,,Male
10465,,Male
10467,Male,
10468,Female,
10471,,0
10472,,0
10473,Male,
10474,,0
10475,Male,
10476,Male,
10477,0,
10480,,Female
10481,,0
10482,Male,
10484,Female,
10486,,0
10487,,Male
10488,0,
10490,0,
10491,0,
10492,0,
10494,Male,
10495,Male,
10496,Male,
10497,0,
10498,Male,
10501,Male,
10502,0,
10504,Male,
10505,Male,
10507,Male,
10510,Male,
10511,Female,
10512,0,
10513,,Male
10514,,0
10515,Female,
10519,Male,
10520,Male,
10521,Male,
10522,0,
10524,Male,
10527,0,
10528,,Male
10529,Male,
10530,Male,
10531,0,
10532,0,
10533,Male,
10534,Male,
10535,Male,
10536,Male,
10537,Female,
10538,Male,
10539,Male,
10540,Male,
10541,0,
10542,Male,
10543,0,
10544,Male,
10545,Male,
10546,,Male
10547,,Female
10549,Male,
10550,Male,
10552,Female,
10554,Male,
10555,Male,
10557,Female,
10559,Male,
10563,Male,
10566,,0
10567,Male,
10577,Male,
10578,,0
10580,Male,
10581,,Female
10582,,0
10586,Male,
10591,Male,
10592,Male,
10593,Male,
10594,Male,
10595,Male,
10596,Female,
10599,Male,
10600,,Male
10601,,Male
10602,0,
10603,Male,
10604,Male,
10605,Male,
10607,Male,
10609,Male,
10610,Male,
10611,,Female
10612,Male,
10613,0,
10614,Male,
10615,Male,
10617,0,
10620,Female,
10622,,0
10627,Male,
10631,,Male
10634,Male,
10635,,0
10638,,Female
10642,0,
10643,Male,
10644,Male,
10645,0,
10648,Male,
10649,Male,
10651,Male,
10653,0,
10654,Male,
10656,,Male
10657,0,
10658,,0
10659,0,
10660,0,
10661,Male,
10664,Male,
10666,Male,
10668,,Male
10669,,0
10670,Male,
10671,Male,
10672,,Female
10673,Female,
10674,Male,
10675,0,
10676,Other,
10679,Male,
10684,Male,
10685,0,
10687,,Male
10689,0,
10690,Female,
10691,,Female
10692,0,
10693,Male,
10694,Female,
10695,0,
10697,0,
10698,Male,
10700,Male,
10702,Female,
10704,Male,
10710,Male,
10713,Male,
10715,Male,
10719,0,
10724,0,
10725,Male,
10727,Female,
10729,Male,
10730,,Male
10731,Male,
10732,Male,
10733,,Female
10734,Male,
10735,,Male
10736,0,
10738,Male,
10741,Female,
10743,Male,
10744,Male,
10745,Male,
10746,Male,
10747,Male,
10750,Male,
10751,Male,
10752,Female,
10753,Male,
10754,,0
10755,0,
10756,0,
10757,,Male
10758,,Male
10760,,0
10761,Male,
10763,,Female
10764,Male,
10765,,0
10766,0,
10767,,Male
10768,Male,
10769,0,
10770,,Male
10771,Male,
10773,,Male
10774,0,
10775,,Male
10776,0,
10778,Male,
10779,Male,
10780,,Male
10781,Male,
10782,Other,
10783,Male,
10784,Male,
10785,Male,
10786,Male,
10787,Male,
10789,Male,
10791,0,
10792,0,
10793,Male,
10794,,Female
10797,Male,
10798,0,
10799,,0
10800,Male,
10801,Female,
10806,,0
10807,Male,
10808,0,
10812,Male,
10815,Male,
10820,,Male
10821,Male,
10824,,Male
10826,Male,
10827,,Male
10828,Male,
10831,,0
10832,,Male
10833,0,
10835,0,
10836,Male,
10838,Male,
10839,,0
10840,Male,
10841,Male,
10844,Male,
10845,,0
10846,Male,
10848,Male,
10849,Male,
10850,Male,
10851,Male,
10852,,0
10853,Male,
10857,,0
10858,,Male
10860,,Male
10863,Male,
10864,Male,
10866,Male,
10867,,0
10869,0,
10870,Male,
10871,Male,
10872,,Male
10875,Male,
10876,Male,
10878,Male,
10880,,0
10883,Female,
10885,Male,
10886,Female,
10887,Male,
10888,Male,
10890,0,
10891,Male,
10892,,Male
10893,Male,
10895,,Male
10896,Male,
10897,Male,
10899,Other,
10901,Male,
10904,0,
10906,Male,
10908,Male,
10910,Male,
10911,,Other
10913,,Female
10914,,0
10915,Female,
10916,Female,
10918,Female,
10919,Female,
10920,Male,
10921,0,
10922,Male,
10923,Male,
10924,0,
10926,0,
10929,,0
10930,Male,
10931,Male,
10933,Male,
10934,Female,
10936,0,
10937,Male,
10938,,Male
10939,Female,
10942,,0
10943,,Male
10945,Male,
10946,Male,
10947,,0
10949,0,
10951,Male,
10953,Female,
10954,,0
10956,Male,
10957,,Female
10960,Male,
10961,,Male
10962,,0
10963,,Male
10964,,Male
10965,Male,
10967,,Male
10969,,Male
10970,Male,
10972,Male,
10973,Male,
10974,Male,
10976,,0
10978,Female,
10980,Male,
10982,Male,
10983,0,
10984,Male,
10985,0,
10986,Male,
10987,Male,
10988,0,
10989,Male,
10990,,Female
10991,,Male
10992,,Male
10996,Male,
10998,Male,
10999,Male,
11001,,Male
11003,Male,
11005,Male,
11007,0,
11009,Female,
11010,,Male
11012,Male,
11015,Male,
11017,0,
11018,Male,
11019,Male,
11020,,0
11021,Male,
11022,,Other
11026,Female,
11027,Male,
11028,0,
11030,Male,
11033,Male,
11034,,Male
11037,Male,
11038,,Male
11039,Male,
11040,Male,
11042,0,
11044,Male,
11045,0,
11047,,Male
11050,Male,
11052,Female,
11053,Female,
11054,Male,
11055,,Male
11056,,Male
11060,Male,
11061,,Male
11062,Male,
11064,,Male
11066,Male,
11067,Male,
11068,Male,
11069,0,
11073,,Male
11074,0,
11080,Female,
11083,0,
11084,,Male
11085,,Male
11088,,Male
11092,Male,
11096,,0
11098,Male,
11099,0,
11100,Male,
11101,Male,
11103,Male,
11107,Male,
11108,Male,
11110,Male,
11112,Female,
11116,,0
11117,0,
11120,Male,
11122,,Male
11123,Male,
11127,Male,
11134,Male,
11135,,Male
11137,,Female
11141,Male,
11142,Male,
11146,Male,
11147,Male,
11149,,Female
11156,Male,
11157,Male,
11158,,Male
11159,Male,
11160,Male,
11162,,Male
11163,Male,
11164,Male,
11165,Male,
11167,,0
11170,Male,
11171,Male,
11172,Female,
11173,,Male
11174,Male,
11175,Male,
11176,,0
11177,Male,
11178,Male,
11180,Male,
11181,,0
11182,Male,
11183,Female,
11184,,0
11185,Male,
11186,,Male
11189,0,
11190,0,
11192,Male,
11194,Female,
11197,0,
11198,Male,
11199,Male,
11202,Male,
11203,,Male
11205,,Male
11206,0,
11207,Female,
11208,,Male
11209,Male,
11211,Female,
11213,Male,
11214,Female,
11215,Male,
11216,Male,
11220,0,
11222,Male,
11223,0,
11224,,Male
11226,,Male
11231,,0
11233,,Male
11234,Male,
11238,Male,
11239,Male,
11240,0,
11241,0,
11242,,0
11243,Male,
11244,Male,
11245,Male,
11246,0,
11247,Male,
11248,Male,
11249,,Female
11250,,0
11251,Male,
11252,,Male
11253,0,
11254,,Female
11255,Male,
11256,Male,
11257,Male,
11258,,0
11259,Male,
11260,Female,
11262,Male,
11265,Female,
11266,Male,
11268,0,
11269,Female,
11270,Male,
11271,Male,
11274,Female,
11275,,Male
11279,Male,
11280,,Male
11281,,Female
11282,0,
11284,Male,
11285,Male,
11286,,0
11288,Male,
11289,Male,
11290,Male,
11292,Male,
11298,Male,
11299,Male,
11301,,Female
11302,Female,
11303,Male,
11305,,Male
11306,Male,
11309,Female,
11312,Female,
11313,Male,
11315,,Male
11317,Male,
11318,Male,
11320,0,
11321,Female,
11323,,Male
11326,,Male
11328,,Male
11329,Male,
11333,Female,
11335,,Male
11336,Male,
11337,,Male
11338,Male,
11341,Male,
11342,Male,
11343,,0
11344,Male,
11347,Male,
11348,,0
11349,Male,
11350,Male,
11351,Male,
11352,Male,
11354,Male,
11356,Male,
11357,0,
11360,Female,
11362,Male,
11363,,0
11364,,Male
11366,Male,
11368,Male,
11370,0,
11371,0,
11372,Male,
11373,,Male
11374,Male,
11375,Male,
11376,Female,
11378,,0
11379,,Male
11380,0,
11382,Male,
11383,,Male
11385,,Male
11387,,Male
11388,,0
11389,,Male
11394,,0
11396,,Male
11398,,0
11399,Female,
11402,0,
11407,Male,
11409,,0
11411,,Male
11414,,Female
11415,Male,
11416,,0
11417,,0
11418,,Male
11419,Female,
11420,Female,
11421,0,
11422,Female,
11424,Male,
11427,,Female
11428,Male,
11429,Male,
11430,Male,
11435,Male,
11436,,Male
11438,Male,
11439,Male,
11442,,0
11443,,Male
11445,,Male
11446,Male,
11448,,Male
11449,0,
11450,,Male
11452,0,
11453,,Male
11454,Male,
11455,Male,
11457,Male,
11461,Male,
11462,Male,
11464,0,
11467,,Male
11470,,Male
11472,,Male
11474,Male,
11477,Male,
11480,Male,
11482,Male,
11484,Male,
11487,Male,
11490,Male,
11492,Female,
11493,,0
11496,,Male
11497,Male,
11498,Female,
11499,Male,
11501,0,
11504,Male,
11505,0,
11507,,Male
11508,Male,
11509,0,
11510,0,
11512,Male,
11513,Male,
11515,Male,
11517,,Male
11518,0,
11523,,0
11524,Male,
11525,,0
11526,Male,
11528,Male,
11529,Male,
11530,Male,
11531,,Male
11534,0,
11535,0,
11537,,0
11538,,0
11540,Male,
11542,0,
11543,,0
11545,Male,
11546,Male,
11547,Female,
11548,0,
11549,Male,
11550,Male,
11551,Male,
11552,Male,
11555,Male,
11556,Male,
11557,Male,
11560,Male,
11561,,0
11562,Male,
11563,0,
11568,0,
11571,,0
11572,Male,
11573,Male,
11575,Male,
11576,,0
11577,Male,
11578,,Male
11580,,Male
11581,0,
11586,,Male
11587,Male,
11590,,Male
11591,,0
11592,,Male
11595,Male,
11597,,0
11599,Male,
11600,0,
11601,Male,
11603,,Male
11604,,Female
11609,,Male
11611,0,
11612,Male,
11615,,0
11616,Male,
11618,Male,
11619,,Female
11622,,0
11623,Female,
11624,,Male
11628,,Male
11633,Male,
11634,Male,
11635,Male,
11636,,0
11637,Male,
11647,Male,
11648,,Male
11649,Male,
11651,0,
11652,Male,
11653,0,
11655,Male,
11656,,Female
11657,Male,
11660,,Male
11661,,Male
11662,,Male
11663,,0
11664,,0
11665,Male,
11666,,Male
11669,Male,
11670,Male,
11671,,0
11672,Male,
11673,Male,
11674,,0
11675,Male,
11676,,Male
11680,0,
11683,,Male
11685,,0
11686,Male,
11688,Male,
11689,,Male
11690,Male,
11695,0,
11696,Male,
11697,,Female
11699,Female,
11700,0,
11702,0,
11704,Male,
11709,Male,
11711,,0
11713,,Male
11714,,0
11715,Male,
11716,Male,
11717,,Male
11718,,Male
11720,,Male
11722,,Male
11723,,Female
11724,Male,
11725,0,
11727,Male,
11731,,0
11732,Male,
11736,,0
11737,,Male
11738,Male,
11739,Male,
11740,Male,
11742,Male,
11743,Male,
11745,,Male
11746,Male,
11747,Male,
11748,Male,
11749,,Male
11750,Male,
11751,,Male
11752,,Male
11753,Male,
11754,Male,
11756,Male,
11757,,Male
11761,Male,
11763,0,
11765,Male,
11766,Male,
11769,,Male
11771,Male,
11772,Male,
11773,,Male
11774,Male,
11775,Male,
11777,,Female
11779,,Male
11780,Male,
11782,Male,
11783,,Male
11784,Male,
11788,Male,
11790,0,
11793,,Male
11794,Male,
11797,Female,
11798,,Male
11799,0,
11801,,0
11802,Male,
11804,Male,
11805,,Male
11807,,0
11808,,Male
11810,Male,
11812,Male,
11815,Male,
11818,Male,
11819,,Male
11820,Male,
11821,Male,
11822,,Male
11823,,Male
11825,Female,
11826,Male,
11827,,Male
11828,Male,
11832,Female,
11834,0,
11838,Male,
11839,,Male
11840,Male,
11843,Male,
11847,Male,
11850,,0
11851,Male,
11854,,Male
11856,,Male
11863,Male,
11865,Female,
11866,Male,
11868,Male,
11870,Male,
11871,,Male
11873,,Male
11874,,Male
11875,Female,
11876,,0
11877,,Male
11879,Female,
11880,,Male
11881,Female,
11884,,0
11885,Male,
11887,Male,
11889,Male,
11891,Male,
11892,Male,
11893,Female,
11894,Female,
11896,,0
11898,0,
11903,Male,
11905,0,
11906,Male,
11908,Male,
11909,0,
11910,,Male
11911,0,
11914,,Male
11915,,0
11917,,Male
11919,,Male
11920,Female,
11921,0,
11923,,0
11924,Male,
11928,Female,
11930,Male,
11931,,0
11933,,Male
11934,Female,
11937,Male,
11938,,Male
11939,Male,
11940,Male,
11941,Male,
11943,Male,
11944,0,
11946,,0
11947,Male,
11950,0,
11951,,Male
11952,,0
11954,Male,
11959,Male,
11960,,Male
11961,Male,
11962,Male,
11964,,Male
11965,Male,
11966,Male,
11967,,0
11968,0,
11969,Male,
11970,0,
11971,Male,
11973,Other,
